,group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
44,B Cell,Ero1lb,16.493546,4.941482,4.0827173427604984e-61,1.9102975276959812e-58,0.8299319727891157,0.15228619170590915
45,B Cell,Dgkd,16.349308,3.5550342,4.3994476249746095e-60,1.9457009119493873e-57,0.8843537414965986,0.2792419869360474
46,B Cell,Napsa,16.296955,5.2965817,1.0373225314582172e-59,4.525669990287641e-57,0.8163265306122449,0.04773659425793711
47,B Cell,Stap1,16.187597,4.67377,6.169142555309957e-59,2.553471376899769e-56,0.8367346938775511,0.10671426401336777
48,B Cell,Ppp1r16b,16.186363,4.310738,6.294032611283325e-59,2.5721878842440777e-56,0.8503401360544217,0.13914628588789305
49,B Cell,Satb1,16.172876,6.294144,7.835368107635786e-59,3.1620607419377666e-56,0.8027210884353742,0.10568889564028558
50,B Cell,Lyn,16.03269,2.968232,7.553972078718074e-58,2.9383131151977475e-55,0.9591836734693877,0.4831004101473492
51,B Cell,Ptprcap,16.014204,7.026715,1.0169875391940201e-57,3.9087431789141594e-55,0.7755102040816326,0.012684186541090688
52,B Cell,Dipk1a,15.972483,4.384041,1.9871717441409604e-57,7.45998136739429e-55,0.8367346938775511,0.20564332371259303
53,B Cell,Myo1e,15.924917,3.140098,4.2557619779175905e-57,1.5437896118771844e-54,0.9251700680272109,0.45442807230745863
54,B Cell,Cd83,15.874485,3.6629746,9.518927166946602e-57,3.414650706498567e-54,0.9455782312925171,0.29955947136563876
55,B Cell,Pik3ap1,15.862171,3.8358831,1.1581894220116278e-56,4.10902697688411e-54,0.8707482993197279,0.16052711529697705
56,B Cell,Ptprc,15.788606,3.5539062,3.7272766360342907e-56,1.280160916961352e-53,0.9319727891156463,0.20013671578307762
57,B Cell,Cyth1,15.777591,3.0279853,4.438066424066377e-56,1.5082418368524526e-53,0.9251700680272109,0.4059699225277229
58,B Cell,Nsf,15.452967,3.0871153,7.204981013499469e-54,2.2366616540464457e-51,0.8639455782312925,0.3996278292571776
59,B Cell,Ikzf1,15.357517,4.294805,3.1542611826347235e-53,9.429196507533524e-51,0.8027210884353742,0.12832295306091449
60,B Cell,Gm31243,15.356072,7.06213,3.225313638034906e-53,9.55314227559238e-51,0.7414965986394558,0.01860853714112107
61,B Cell,Arhgdib,15.309557,2.7268393,6.601213496802099e-53,1.88601927207306e-50,0.9251700680272109,0.45921312471517545
62,B Cell,Smap2,15.305472,2.8760152,7.0289894922169795e-53,1.9906221557563614e-50,0.8639455782312925,0.3924122740391919
63,B Cell,Tmem163,15.192798,9.121044,3.947102047728265e-52,1.1081059966165829e-49,0.7278911564625851,0.004215403311560079
64,B Cell,Gimap6,15.183557,3.2162776,4.544551801543036e-52,1.2648349561449732e-49,0.9251700680272109,0.2543293331307914
65,B Cell,Rac2,15.147493,3.7336013,7.871171107190915e-52,2.171972300817596e-49,0.8163265306122449,0.1524760747379614
66,B Cell,Nfatc3,15.064931,3.3657172,2.7545400347016187e-51,7.47313655633124e-49,0.8367346938775511,0.3381057268722467
67,B Cell,Dock10,14.87078,2.8196476,5.101517128516386e-50,1.3176198439532123e-47,0.9251700680272109,0.39734923287255053
68,B Cell,P2ry10,14.705092,6.5450025,5.978933326266656e-49,1.5319830352263411e-46,0.7142857142857143,0.015798268266747684
69,B Cell,Mzb1,14.669115,12.588196,1.0166161679715957e-48,2.5843663766112577e-46,0.7006802721088435,0.0004936958833358651
70,B Cell,Gm26740,14.582312,3.9441206,3.639818748163384e-48,8.835454758229688e-46,0.7891156462585034,0.13462706972504937
71,B Cell,Cmah,14.347689,4.5502586,1.1014782678222542e-46,2.469529574766769e-44,0.7346938775510204,0.08062433540938782
72,B Cell,Stat4,14.235571,5.65908,5.511128861447415e-46,1.150137918543186e-43,0.7074829931972789,0.0440908400425338
73,B Cell,Vps37b,14.22132,3.7519011,6.756585093827183e-46,1.398309934321863e-43,0.782312925170068,0.19295913717150234
74,B Cell,Limd2,14.2010765,3.7850943,9.021634234663945e-46,1.855181281949844e-43,0.7551020408163265,0.13853866018532585
75,B Cell,Eif2ak3,14.130681,3.5659578,2.4575772419528188e-45,4.867661426775874e-43,0.7755102040816326,0.27434300470909917
76,B Cell,Arhgap45,14.035101,3.6384008,9.506055779710384e-45,1.826803635999701e-42,0.7619047619047619,0.146969466808446
77,B Cell,Plcl2,13.940658,3.3410094,3.586183188694036e-44,6.615995671256398e-42,0.8027210884353742,0.3030912957618107
78,B Cell,Hist1h1e,13.905558,3.1835396,5.860826110988848e-44,1.0690213050467512e-41,0.7891156462585034,0.29701503873613855
79,B Cell,Dusp2,13.79951,3.6964655,2.5659098933542045e-43,4.5768177296652204e-41,0.7619047619047619,0.11009418198389792
80,B Cell,Slc12a6,13.782236,2.4323597,3.2601731357256457e-43,5.75162238726243e-41,0.8571428571428571,0.4904678717909768
81,B Cell,Pde3b,13.743261,3.328558,5.589959775499771e-43,9.755235208216765e-41,0.7891156462585034,0.261696794774419
82,B Cell,Xylt1,13.698337,2.7846174,1.0387672406357167e-42,1.7838617214853252e-40,0.8571428571428571,0.39917210998025215
83,B Cell,Btla,13.662035,7.251063,1.7113298097987634e-42,2.9079096268080565e-40,0.6598639455782312,0.010329636943642716
84,B Cell,Retreg1,13.640298,3.4957776,2.3061734197868197e-42,3.898157531822904e-40,0.7619047619047619,0.1719960504329333
85,B Cell,Cd2,13.584806,6.687926,4.928306187616608e-42,8.201565219958876e-40,0.6598639455782312,0.01697554306547167
86,B Cell,Hist1h1c,13.5646,2.8711607,6.493266808868651e-42,1.064137659514337e-39,0.8163265306122449,0.34630867385690417
87,B Cell,H2-DMa,13.531945,3.1081402,1.0130694883314179e-41,1.6364310916136278e-39,0.8027210884353742,0.18190794470606106
88,B Cell,Cd86,13.391879,3.1538029,6.745229734004791e-41,1.05713466972012e-38,0.8299319727891157,0.1740467871790977
89,B Cell,Eml4,13.360328,2.2740731,1.0310918660091543e-40,1.5702264572691295e-38,0.8367346938775511,0.483670059243506
90,B Cell,Cd55,13.261021,2.3639255,3.895561746460416e-40,5.76918399011351e-38,0.9047619047619048,0.45298496126386145
91,B Cell,Sp140,13.234906,3.2396452,5.51652703457308e-40,8.132469192291867e-38,0.7414965986394558,0.2950782318092055
92,B Cell,Slc38a1,13.197983,3.8515604,9.011571726880509e-40,1.3105342036141315e-37,0.7074829931972789,0.10063800698769558
93,B Cell,Blnk,13.074423,2.737932,4.610492394736563e-39,6.471728128872605e-37,0.8027210884353742,0.28284976454504024
94,B Cell,Slc9a7,13.072978,6.9724045,4.698900877100908e-39,6.567273368710078e-37,0.6326530612244898,0.015912198085979035
95,B Cell,Fcrl1,13.048839,8.509907,6.452330000679575e-39,8.86440315199745e-37,0.6258503401360545,0.004936958833358651
96,B Cell,Cd53,12.969035,2.7569652,1.8332317246772053e-38,2.4868019424875453e-36,0.8095238095238095,0.19041470454200213
97,B Cell,Cyfip2,12.9602,5.1433554,2.0570877008464094e-38,2.7787898084446164e-36,0.6462585034013606,0.03835637247455567
98,B Cell,Kcnq5,12.872671,6.008543,6.414452405157271e-38,8.45267738369398e-36,0.6326530612244898,0.021988455111651223
99,B Cell,Gpr183,12.833697,3.9713783,1.0617355568831511e-37,1.382182760240828e-35,0.6938775510204082,0.11252468479416679
100,B Cell,Pou2af1,12.818274,12.726957,1.2955325195916996e-37,1.6730506958007208e-35,0.6122448979591837,0.0003038128512836093
101,B Cell,Cd19,12.815487,11.716565,1.342920471233426e-37,1.7273381439749464e-35,0.6122448979591837,0.0004936958833358651
102,B Cell,Srgn,12.791321,2.5622551,1.8333183560759706e-37,2.3394736413404234e-35,0.9863945578231292,0.48629044508582714
103,B Cell,Ptk2b,12.721466,3.8110662,4.493492330755314e-37,5.666890621032629e-35,0.6870748299319728,0.11939845055445845
104,B Cell,Tmem131l,12.648733,3.2170804,1.1369291505748824e-36,1.4063508669084322e-34,0.7074829931972789,0.18437642412274038
105,B Cell,Rhoh,12.623875,4.354187,1.5595577059373296e-36,1.9000120957051579e-34,0.6530612244897959,0.07659881512988
106,B Cell,Runx1,12.600443,2.4598525,2.0996104225025177e-36,2.548342950770443e-34,0.8639455782312925,0.33290293179401487
107,B Cell,Hvcn1,12.564867,4.8562818,3.294291253279278e-36,3.900364059967641e-34,0.6326530612244898,0.06649703782469998
108,B Cell,Sorl1,12.560837,4.034752,3.466489174515142e-36,4.084511058365744e-34,0.6598639455782312,0.08472580890171655
109,B Cell,B3gnt5,12.528982,6.1870804,5.182358564254842e-36,6.062045153875637e-34,0.6122448979591837,0.024912653805255962
110,B Cell,Laptm5,12.484305,2.522318,9.093293186923161e-36,1.0484891804993366e-33,0.8707482993197279,0.212289229834422
111,B Cell,Cd69,12.479994,5.4178333,9.599383687484375e-36,1.102904278827164e-33,0.6190476190476191,0.03003949567066687
112,B Cell,Bcar3,12.459744,4.0507016,1.2376691501259153e-35,1.4169556209863537e-33,0.6598639455782312,0.09372626462099347
113,B Cell,Scd1,12.458711,2.5924995,1.253809040106026e-35,1.4303613024672454e-33,0.7551020408163265,0.34030837004405284
114,B Cell,Siglecg,12.433154,7.438965,1.7268438427083477e-35,1.956180823222421e-33,0.5986394557823129,0.007291508430806623
115,B Cell,Fam49b,12.427987,2.2954276,1.8421429120755322e-35,2.0794959411314178e-33,0.8367346938775511,0.3648792343916148
116,B Cell,Cd24a,12.37176,5.39295,3.7158587986536795e-35,4.094419840086486e-33,0.6122448979591837,0.02852043141424882
117,B Cell,A630001G21Rik,12.354438,4.105859,4.609681886568787e-35,5.027823638779503e-33,0.6462585034013606,0.09342245176970985
118,B Cell,Cerk,12.306461,2.3507304,8.360928409392983e-35,8.997752456575082e-33,0.7891156462585034,0.4077927996354246
119,B Cell,Fcrla,12.199857,6.0571795,3.1137262406384523e-34,3.242795215452014e-32,0.5986394557823129,0.03136867689503266
120,B Cell,Pgap1,12.125701,4.789089,7.719691830923032e-34,7.837429269224846e-32,0.6190476190476191,0.06904147045420021
121,B Cell,Fcer2a,12.088285,10.290166,1.2180276344581839e-33,1.2250474198904194e-31,0.5782312925170068,0.002126689958985265
122,B Cell,Irf4,12.085861,6.114287,1.2544863105187455e-33,1.2577978427048975e-31,0.5918367346938775,0.02384930882576333
123,B Cell,Cnr2,12.038642,6.563896,2.2258856617033898e-33,2.2043778708004276e-31,0.5850340136054422,0.015152665957770014
124,B Cell,Phtf2,12.000291,3.8656044,3.5405123292714335e-33,3.474329500016056e-31,0.6394557823129252,0.11404374905058484
125,B Cell,Cxcr5,11.982269,7.109915,4.4010683830237254e-33,4.292703708335982e-31,0.5782312925170068,0.00983594106030685
126,B Cell,Plac8,11.9010105,4.78186,1.1692228700366469e-32,1.0973360569515449e-30,0.6122448979591837,0.05776241835029622
127,B Cell,Arhgap30,11.873457,3.227845,1.6260583026795842e-32,1.5128902680694632e-30,0.6666666666666666,0.1342093270545344
128,B Cell,Arhgap26,11.840142,2.546418,2.4204177573301356e-32,2.232662494154384e-30,0.7482993197278912,0.25311408172565697
129,B Cell,Ly86,11.828051,2.7809885,2.7955790348885793e-32,2.5713751892130426e-30,0.7346938775510204,0.1678186237277837
130,B Cell,Ctss,11.779268,2.2788131,4.992443965966964e-32,4.4648491257962165e-30,0.8639455782312925,0.20875740543825003
131,B Cell,Nfkbid,11.715912,3.4820194,1.0564888359882442e-31,9.218578937805532e-30,0.6530612244897959,0.12384171350448124
132,B Cell,Tec,11.602463,3.0626454,4.003875579544815e-31,3.401713765410641e-29,0.6666666666666666,0.15122284672641653
133,B Cell,Csnk1g3,11.5675955,2.119816,6.014499764527731e-31,5.056722002546296e-29,0.7755102040816326,0.49794926325383565
134,B Cell,Baz1a,11.534735,2.068596,8.815886254062673e-31,7.297971479805472e-29,0.782312925170068,0.38633601701351966
135,B Cell,Lrmp,11.486277,3.957161,1.5463426180533248e-30,1.2575232096688058e-28,0.6054421768707483,0.0884854929363512
136,B Cell,Cd274,11.483295,2.9293082,1.6006082515913715e-30,1.298382849312247e-28,0.6870748299319728,0.1809585295457998
137,B Cell,H2-Q6,11.441184,2.5384023,2.6030904944830606e-30,2.095779965446025e-28,0.7210884353741497,0.21460580282545952
138,B Cell,Inpp4b,11.391444,3.5281086,4.612818378249248e-30,3.6501186603376707e-28,0.6462585034013606,0.15672945465593194
139,B Cell,H2-Oa,11.387262,6.8402767,4.839593118374086e-30,3.820202049552748e-28,0.5510204081632653,0.009114385538508279
140,B Cell,Wdfy4,11.386336,3.6528854,4.891234970169305e-30,3.8515492929735616e-28,0.6122448979591837,0.0930047090991949
141,B Cell,Immp2l,11.3838215,2.7747707,5.034446664352935e-30,3.954674222837823e-28,0.7074829931972789,0.26363360170135197
142,B Cell,St6gal1,11.341818,3.0582476,8.143535558436714e-30,6.289809701055724e-28,0.6598639455782312,0.16067902172261886
143,B Cell,Gmfg,11.338247,2.6803982,8.482673350714025e-30,6.520550217328627e-28,0.7006802721088435,0.17871790976758317
144,B Cell,Lcp1,11.278266,2.1311712,1.680258367135611e-29,1.2764033266581928e-27,0.8299319727891157,0.2157071244113626
145,B Cell,Tnfrsf13c,11.239145,10.375705,2.6190471824729687e-29,1.957313386253236e-27,0.5374149659863946,0.0012912046179553395
146,B Cell,Gpr132,11.2221365,3.1366532,3.1750585881007373e-29,2.3673618133217623e-27,0.6462585034013606,0.12657602916603372
147,B Cell,Arhgef18,11.210943,3.0815616,3.603335082317331e-29,2.6804993809358302e-27,0.6530612244897959,0.19838979188819686
148,B Cell,Gimap1,11.140493,2.810978,7.967667476659511e-29,5.793606857746674e-27,0.6598639455782312,0.1339055142032508
149,B Cell,BE692007,11.128266,5.151186,9.139536267785208e-29,6.630784907987538e-27,0.5578231292517006,0.04439465289381741
150,B Cell,Map3k1,11.034002,2.4838405,2.6194320380806913e-28,1.8344547364302627e-26,0.7006802721088435,0.3012684186541091
151,B Cell,Sell,11.009376,5.3242273,3.443824153411491e-28,2.385919802422532e-26,0.54421768707483,0.01838067750265836
152,B Cell,Gm30211,10.965127,12.172139,5.622172225887262e-28,3.8293635087082334e-26,0.5238095238095238,0.00026583624487315813
153,B Cell,Swap70,10.918243,2.0610769,9.430209757430573e-28,6.329611684379336e-26,0.7619047619047619,0.44569345283305484
154,B Cell,E330020D12Rik,10.816004,4.4041023,2.8910884783108286e-27,1.8780440950153943e-25,0.564625850340136,0.06604131854777458
155,B Cell,Plekha2,10.810989,2.0662475,3.0535967304625905e-27,1.9796259125097335e-25,0.7210884353741497,0.36290445085827133
156,B Cell,Fgfr1op,10.675868,3.436732,1.32018209606903e-26,8.19655364838243e-25,0.5918367346938775,0.13937414552635577
157,B Cell,Ptpn18,10.664398,2.1880348,1.4936240714910476e-26,9.220201366747319e-25,0.7482993197278912,0.2316572991037521
158,B Cell,Cirbp,10.631873,1.9233272,2.1181458587059126e-26,1.2854199069233154e-24,0.7482993197278912,0.3934756190186845
159,B Cell,Cd22,10.628557,8.23868,2.1948229921274905e-26,1.3294532889462669e-24,0.5102040816326531,0.004405286343612335
160,B Cell,Dock11,10.60076,1.7688639,2.9556817938584753e-26,1.773683767931615e-24,0.782312925170068,0.4571623879690111
161,B Cell,Sept1,10.599115,3.264393,3.008119382857202e-26,1.8018021201399774e-24,0.5850340136054422,0.11260063800698769
162,B Cell,Gimap3,10.598168,5.884706,3.038722660874408e-26,1.813404086993166e-24,0.5170068027210885,0.0097979644538964
163,B Cell,Itga4,10.589167,2.9405813,3.3455800613312123e-26,1.9855156669132022e-24,0.6122448979591837,0.12361385386601853
164,B Cell,Crlf3,10.5753975,2.2762148,3.87529509672505e-26,2.2914634102155358e-24,0.6938775510204082,0.3353334346042838
165,B Cell,Cd180,10.552691,4.0383587,4.9362263294116024e-26,2.897564855364611e-24,0.5578231292517006,0.07534558711833511
166,B Cell,Raet1e,10.502492,3.9162855,8.412935306769906e-26,4.850207435340472e-24,0.5578231292517006,0.07720644083244721
167,B Cell,Otulin,10.493831,2.1837313,9.221252020377473e-26,5.297297535193714e-24,0.7074829931972789,0.394273127753304
168,B Cell,H2-DMb1,10.460191,2.2790067,1.3159038251577208e-25,7.440272328409285e-24,0.6666666666666666,0.1436275254443263
169,B Cell,Apobec3,10.442029,2.1011913,1.593669446886379e-25,8.948107494387259e-24,0.7278911564625851,0.3872474555673705
170,B Cell,Txndc16,10.427882,2.9309814,1.8496515721160887e-25,1.0331488063281649e-23,0.6258503401360545,0.23682211757557345
171,B Cell,Plcg2,10.422748,3.3006513,1.9522958713797938e-25,1.0867219346120112e-23,0.5782312925170068,0.10937262646209935
172,B Cell,Gpcpd1,10.413443,2.025534,2.1529237249219714e-25,1.1901907955326344e-23,0.7482993197278912,0.4494531368676895
173,B Cell,Fam169b,10.412074,6.919419,2.184109726592729e-25,1.2053672226161755e-23,0.5034013605442177,0.008013063952605195
174,B Cell,Abhd17b,10.2772875,2.3042333,8.920235615738148e-25,4.775950362422987e-23,0.6938775510204082,0.37429743278140665
175,B Cell,Pou2f2,10.226547,3.3561776,1.5080048818683202e-24,7.981301247724379e-23,0.5714285714285714,0.10496734011848702
176,B Cell,Zdhhc18,10.185858,2.3158648,2.2932749521281684e-24,1.2019217829457452e-22,0.6802721088435374,0.290824851891235
177,B Cell,Arap2,10.168865,2.706354,2.7307144599794694e-24,1.4219534893618898e-22,0.6258503401360545,0.1945541546407413
178,B Cell,H2-Q7,10.051132,2.0203643,9.081833879515058e-24,4.624716195585862e-22,0.7278911564625851,0.33689047546711226
179,B Cell,Ms4a4c,10.045484,4.0531907,9.617471124634592e-24,4.88976464974532e-22,0.5238095238095238,0.05096460580282546
180,B Cell,Ptpn6,10.034485,2.7013898,1.0751896272683224e-23,5.440830269021597e-22,0.6054421768707483,0.1437034786571472
181,B Cell,Rasgef1b,9.978237,2.360611,1.898096686810924e-23,9.515535952436442e-22,0.6666666666666666,0.234429591371715
182,B Cell,Mtss1,9.959112,2.1308312,2.3010818509779952e-23,1.1507577520060198e-21,0.7074829931972789,0.2925337991797053
183,B Cell,Pag1,9.939571,2.2524314,2.800300156166498e-23,1.3887510067870259e-21,0.673469387755102,0.3309661248670819
184,B Cell,Cxcr4,9.91758,2.7546258,3.4912032655650996e-23,1.7208167546376983e-21,0.5986394557823129,0.143855385082789
185,B Cell,Tpd52,9.914588,1.823355,3.597390839900281e-23,1.767758953823144e-21,0.7619047619047619,0.3000911438553851
186,B Cell,March1,9.8153515,3.3917089,9.670079146864977e-23,4.652734802630936e-21,0.5510204081632653,0.10842321130183807
187,B Cell,Strbp,9.798834,2.1353176,1.138924915492877e-22,5.455517937193996e-21,0.673469387755102,0.3213580434452377
188,B Cell,Plaur,9.782329,2.4713395,1.340900041512827e-22,6.413475235591351e-21,0.6394557823129252,0.24217681907944705
189,B Cell,Cybb,9.780305,2.248709,1.367979601226761e-22,6.521709365547248e-21,0.6666666666666666,0.17283153577396324
190,B Cell,Tmem243,9.710488,2.1108456,2.720311850698826e-22,1.2765300595902847e-20,0.6666666666666666,0.3136108157375057
191,B Cell,Il21r,9.562123,3.8774614,1.1536546645393164e-21,5.1730195617571985e-20,0.5102040816326531,0.07337080358499165
192,B Cell,Btk,9.560013,3.824794,1.1774181587750417e-21,5.264950866489227e-20,0.5102040816326531,0.07716846422603676
193,B Cell,Ctsh,9.518865,1.5998623,1.7508199906754177e-21,7.690506584891953e-20,0.8027210884353742,0.4560990429895185
194,B Cell,Irf8,9.514898,2.099779,1.8189001556235327e-21,7.97869450058502e-20,0.6666666666666666,0.30438250037976605
195,B Cell,Stk4,9.506492,2.1472487,1.9720150327162746e-21,8.626897741361102e-20,0.6394557823129252,0.2852422907488987
196,B Cell,Bmt2,9.460922,2.2655213,3.0523778243008493e-21,1.3174601344592636e-19,0.6462585034013606,0.3301306395260519
197,B Cell,St8sia4,9.45139,2.3393445,3.343601213049107e-21,1.4393088688438722e-19,0.6462585034013606,0.23758164970378248
198,B Cell,Mif4gd,9.447641,2.2160265,3.465526382517146e-21,1.4878260539835913e-19,0.6258503401360545,0.2737733556129424
199,B Cell,Vars,9.403159,2.7116575,5.294868841294212e-21,2.2522376882896395e-19,0.5714285714285714,0.194022482150995
200,B Cell,Dock8,9.389401,2.2267985,6.034196019914726e-21,2.5599739619309716e-19,0.6258503401360545,0.19147804952149475
201,B Cell,Grap,9.323513,2.1918766,1.1255080423496165e-20,4.658593224007355e-19,0.6258503401360545,0.27483670059243503
202,B Cell,Unc93b1,9.249784,1.6043943,2.2494519899967077e-20,9.251408598349517e-19,0.7551020408163265,0.442085675224062
203,B Cell,Nrros,9.161741,2.0791395,5.106637451299598e-20,2.058274533273502e-18,0.6462585034013606,0.2174920249126538
204,B Cell,Lrrk2,9.123563,2.4750752,7.269425283179696e-20,2.8974493242895863e-18,0.5918367346938775,0.2782925717757861
205,B Cell,Mef2d,9.073764,1.6933117,1.14975545839726e-19,4.521297804428202e-18,0.7006802721088435,0.46232720644083247
206,B Cell,Tbc1d1,9.069403,2.0010037,1.196709302624616e-19,4.688805805247054e-18,0.6530612244897959,0.3112182895336473
207,B Cell,Cd72,9.0597515,3.2032938,1.3074815569659476e-19,5.098072713362997e-18,0.5102040816326531,0.08913109524532888
208,B Cell,Arhgap25,9.045539,2.96174,1.4892826243593157e-19,5.78597948585325e-18,0.5238095238095238,0.1179553395108613
209,B Cell,Gch1,9.038988,1.852398,1.581293781718981e-19,6.114020328478719e-18,0.6802721088435374,0.3365486860094182
210,B Cell,Plek,8.9707775,1.7585156,2.944278581218674e-19,1.1222672254385464e-17,0.7074829931972789,0.24403767279355917
211,B Cell,Parp1,8.934152,2.567974,4.1031373529741866e-19,1.5475442691678928e-17,0.5578231292517006,0.2038963998177123
212,B Cell,Snx20,8.82205,2.5484145,1.123828458697698e-18,4.1371495768591996e-17,0.54421768707483,0.1396399817712289
213,B Cell,Irs2,8.799767,2.2393715,1.3710146418723643e-18,5.001492396932122e-17,0.6326530612244898,0.3400805104055902
214,B Cell,Pml,8.777466,2.444712,1.6719902582042171e-18,6.072014115424426e-17,0.564625850340136,0.20868145222542914
